STUDENT ID,SCHOOL NAME,Biology,Chemistry,Civic Education,Commerce,Economics,English,Further Mathematics,Government,Geography,Literature in English,Mathematics,Physics,Department
45262,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,ABS,ABS,C6,ABS,F9,A1,A1,A1,ABS,Science
45263,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,B2,A1,F9,ABS,F9,ABS,ABS,F9,ABS,Science
45264,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,ABS,ABS,F9,ABS,B2,F9,F9,A1,ABS,Arts
45265,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,ABS,ABS,A1,ABS,A1,A1,F9,E8,ABS,Arts
45266,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,F9,A1,C5,ABS,C4,ABS,ABS,C4,ABS,Arts
45267,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,ABS,ABS,F9,ABS,A1,A1,A1,B3,ABS,Commercial
45268,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,F9,B3,B2,ABS,B2,ABS,ABS,A1,ABS,Arts
45269,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,ABS,ABS,B3,ABS,F9,F9,F9,A1,ABS,Arts
45270,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,A1,D7,A1,ABS,A1,ABS,ABS,A1,ABS,Arts
45271,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,ABS,ABS,A1,ABS,C6,A1,C4,F9,ABS,Commercial
45272,"Ahmadu Bello College, Zaria",E8,F9,ABS,ABS,ABS,F9,F9,ABS,F9,ABS,F9,F9,Commercial
45273,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,ABS,ABS,E8,ABS,D7,A1,F9,A1,ABS,Science
45274,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,F9,E8,F9,ABS,E8,ABS,ABS,A1,ABS,Commercial
45275,"Ahmadu Bello College, Zaria",C6,F9,ABS,ABS,ABS,E8,F9,ABS,E8,ABS,B3,C6,Arts
45276,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,A1,A1,A1,ABS,A1,ABS,ABS,F9,ABS,Science
45279,"Ahmadu Bello College, Zaria",F9,A1,ABS,ABS,ABS,E8,F9,ABS,F9,ABS,F9,D7,Commercial
45278,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,ABS,ABS,D7,ABS,F9,C5,F9,E8,ABS,Arts
45277,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,ABS,ABS,B2,ABS,F9,ABS,C6,E8,ABS,Arts
45280,"Ahmadu Bello College, Zaria",F9,F9,ABS,ABS,ABS,A1,F9,ABS,F9,ABS,F9,A1,Commercial
45281,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,F9,A1,F9,ABS,A1,ABS,ABS,B3,ABS,Arts
45282,"Ahmadu Bello College, Zaria",B2,B3,ABS,ABS,ABS,F9,A1,ABS,C6,ABS,C6,A1,Arts
45283,"Ahmadu Bello College, Zaria",F9,A1,ABS,ABS,ABS,A1,C4,ABS,E8,ABS,F9,F9,Arts
45284,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,A1,B3,C6,ABS,F9,ABS,ABS,A1,ABS,Arts
45285,"Ahmadu Bello College, Zaria",B3,A1,ABS,ABS,ABS,A1,D7,ABS,C5,ABS,F9,C5,Commercial
45286,"Ahmadu Bello College, Zaria",A1,F9,ABS,ABS,ABS,A1,E8,ABS,A1,ABS,F9,A1,Arts
45287,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,ABS,ABS,F9,ABS,F9,A1,D7,F9,ABS,Arts
45288,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,A1,F9,A1,ABS,F9,ABS,ABS,E8,ABS,Science
45289,"Ahmadu Bello College, Zaria",F9,F9,ABS,ABS,ABS,F9,F9,ABS,A1,ABS,A1,F9,Science
45290,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,ABS,ABS,A1,ABS,D7,F9,F9,F9,ABS,Commercial
45291,"Ahmadu Bello College, Zaria",A1,F9,ABS,ABS,ABS,D7,A1,ABS,A1,ABS,A1,A1,Science
45292,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,C6,A1,F9,ABS,A1,ABS,ABS,F9,ABS,Science
45293,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,ABS,ABS,F9,ABS,C5,E8,D7,A1,ABS,Commercial
45294,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,F9,D7,A1,ABS,A1,ABS,ABS,C6,ABS,Commercial
45295,"Ahmadu Bello College, Zaria",A1,F9,ABS,ABS,ABS,F9,A1,ABS,C6,ABS,C4,F9,Commercial
45296,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,F9,D7,F9,ABS,F9,ABS,ABS,F9,ABS,Commercial
45297,"Ahmadu Bello College, Zaria",ABS,F9,ABS,ABS,ABS,B3,A1,ABS,C6,ABS,C5,A1,Arts
45298,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,ABS,ABS,F9,ABS,F9,A1,C4,A1,ABS,Arts
45299,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,D7,B2,F9,ABS,D7,ABS,ABS,F9,ABS,Commercial
45300,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,ABS,ABS,F9,ABS,A1,B3,B2,F9,ABS,Commercial
45301,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,ABS,ABS,A1,ABS,A1,F9,F9,C6,ABS,Science
45302,"Ahmadu Bello College, Zaria",B3,C6,ABS,ABS,ABS,C4,F9,ABS,F9,ABS,F9,C6,Science
45303,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,ABS,ABS,B2,ABS,C5,F9,A1,F9,ABS,Science
45304,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,B3,B2,E8,ABS,C4,ABS,ABS,F9,ABS,Commercial
45305,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,ABS,ABS,A1,ABS,A1,F9,B3,A1,ABS,Arts
45306,"Ahmadu Bello College, Zaria",A1,D7,ABS,ABS,ABS,A1,C4,ABS,F9,ABS,C4,D7,Science
45307,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,ABS,ABS,F9,ABS,F9,A1,A1,E8,ABS,Commercial
45308,"Ahmadu Bello College, Zaria",A1,D7,ABS,ABS,ABS,F9,B3,ABS,F9,ABS,F9,D7,Commercial
45309,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,ABS,ABS,A1,ABS,A1,C4,F9,C5,ABS,Science
45310,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,ABS,ABS,F9,ABS,B2,F9,A1,F9,ABS,Commercial
45311,"Ahmadu Bello College, Zaria",ABS,ABS,ABS,ABS,ABS,F9,ABS,C6,F9,F9,A1,ABS,Science
92597,"Sardauna Memorial College, Kaduna",F9,E8,ABS,ABS,ABS,A1,F9,ABS,C5,ABS,C5,C5,Arts
92598,"Sardauna Memorial College, Kaduna",ABS,ABS,ABS,ABS,ABS,C5,ABS,A1,C6,C6,F9,ABS,Commercial
92599,"Sardauna Memorial College, Kaduna",ABS,ABS,ABS,A1,E8,A1,ABS,A1,ABS,ABS,A1,ABS,Arts
92600,"Sardauna Memorial College, Kaduna",ABS,ABS,ABS,A1,B2,A1,ABS,A1,ABS,ABS,ABS,ABS,Arts
92601,"Sardauna Memorial College, Kaduna",ABS,ABS,ABS,F9,F9,F9,ABS,A1,ABS,ABS,A1,ABS,Commercial
92602,"Sardauna Memorial College, Kaduna",D7,B2,ABS,ABS,ABS,C5,F9,ABS,F9,ABS,B2,E8,Commercial
92603,"Sardauna Memorial College, Kaduna",B2,F9,ABS,ABS,ABS,A1,F9,ABS,C5,ABS,A1,F9,Science
92604,"Sardauna Memorial College, Kaduna",ABS,ABS,ABS,B3,A1,A1,ABS,F9,ABS,ABS,F9,ABS,Arts
92605,"Sardauna Memorial College, Kaduna",F9,F9,ABS,ABS,ABS,A1,A1,ABS,F9,ABS,B3,F9,Commercial
92606,"Sardauna Memorial College, Kaduna",B2,D7,ABS,ABS,ABS,F9,A1,ABS,B3,ABS,D7,B2,Arts
92607,"Sardauna Memorial College, Kaduna",ABS,ABS,ABS,E8,C6,A1,ABS,C4,ABS,ABS,F9,ABS,Commercial
92608,"Sardauna Memorial College, Kaduna",ABS,ABS,ABS,ABS,ABS,B3,ABS,F9,F9,F9,F9,ABS,Science
92609,"Sardauna Memorial College, Kaduna",F9,F9,ABS,ABS,ABS,C6,C6,ABS,A1,ABS,E8,C5,Science
92610,"Sardauna Memorial College, Kaduna",A1,C6,ABS,ABS,ABS,F9,C6,ABS,F9,ABS,F9,F9,Commercial
92611,"Sardauna Memorial College, Kaduna",ABS,ABS,ABS,ABS,ABS,F9,ABS,C6,F9,A1,A1,ABS,Commercial
92620,"Sardauna Memorial College, Kaduna",F9,C6,ABS,ABS,ABS,F9,F9,ABS,C4,ABS,C5,B2,Commercial
92612,"Sardauna Memorial College, Kaduna",ABS,ABS,ABS,F9,F9,F9,ABS,F9,ABS,ABS,A1,ABS,Arts
92613,"Sardauna Memorial College, Kaduna",E8,D7,ABS,ABS,ABS,F9,B3,ABS,F9,ABS,F9,F9,Arts
92614,"Sardauna Memorial College, Kaduna",F9,F9,ABS,ABS,ABS,D7,A1,ABS,F9,ABS,F9,F9,Science
92615,"Sardauna Memorial College, Kaduna",ABS,ABS,ABS,F9,A1,B2,ABS,F9,ABS,ABS,F9,ABS,Science
92616,"Sardauna Memorial College, Kaduna",C5,F9,ABS,ABS,ABS,B3,D7,ABS,C5,ABS,F9,ABS,Science
92617,"Sardauna Memorial College, Kaduna",ABS,ABS,ABS,ABS,ABS,C4,ABS,F9,C5,C4,A1,ABS,Arts
92618,"Sardauna Memorial College, Kaduna",ABS,ABS,ABS,ABS,ABS,A1,ABS,A1,C4,A1,F9,ABS,Arts
92619,"Sardauna Memorial College, Kaduna",ABS,ABS,ABS,ABS,ABS,A1,ABS,F9,F9,F9,A1,ABS,Arts
95098,Sokoto State College,ABS,ABS,ABS,B3,F9,F9,ABS,D7,ABS,ABS,C6,ABS,Arts
95099,Sokoto State College,F9,F9,ABS,ABS,ABS,B2,F9,ABS,A1,ABS,F9,C6,Commercial
95100,Sokoto State College,ABS,ABS,ABS,ABS,ABS,F9,ABS,F9,F9,A1,A1,ABS,Science
95101,Sokoto State College,ABS,ABS,ABS,ABS,ABS,F9,ABS,A1,A1,F9,F9,ABS,Commercial
95102,Sokoto State College,ABS,ABS,ABS,A1,C5,A1,ABS,A1,ABS,ABS,F9,ABS,Arts
95103,Sokoto State College,C6,C6,ABS,ABS,ABS,F9,F9,ABS,C4,ABS,F9,D7,Commercial
95104,Sokoto State College,C5,F9,ABS,ABS,ABS,A1,F9,ABS,C4,ABS,A1,F9,Arts
95105,Sokoto State College,ABS,ABS,ABS,C4,F9,F9,ABS,F9,ABS,ABS,A1,ABS,Science
95106,Sokoto State College,F9,A1,ABS,ABS,ABS,F9,A1,ABS,F9,ABS,A1,A1,Arts
95107,Sokoto State College,ABS,ABS,ABS,ABS,ABS,F9,ABS,B3,F9,A1,B3,ABS,Commercial
95108,Sokoto State College,ABS,ABS,ABS,ABS,ABS,D7,ABS,A1,A1,C5,A1,ABS,Commercial
95109,Sokoto State College,B2,B2,ABS,ABS,ABS,A1,A1,ABS,E8,ABS,F9,A1,Arts
95124,Sokoto State College,F9,F9,ABS,ABS,ABS,F9,B2,ABS,B3,ABS,F9,F9,Science
95110,Sokoto State College,F9,F9,ABS,ABS,ABS,C4,F9,ABS,A1,ABS,C6,F9,Science
95111,Sokoto State College,ABS,ABS,ABS,ABS,ABS,F9,ABS,C6,C5,F9,F9,ABS,Commercial
95112,Sokoto State College,ABS,ABS,ABS,ABS,ABS,A1,ABS,F9,C5,F9,C6,ABS,Commercial
95113,Sokoto State College,ABS,ABS,ABS,B3,F9,C6,ABS,F9,ABS,ABS,A1,ABS,Commercial
95114,Sokoto State College,ABS,ABS,ABS,B3,A1,A1,ABS,F9,ABS,ABS,A1,ABS,Arts
95115,Sokoto State College,ABS,ABS,ABS,D7,C6,A1,ABS,E8,ABS,ABS,F9,ABS,Arts
95116,Sokoto State College,ABS,D7,ABS,ABS,ABS,F9,A1,ABS,A1,ABS,B2,F9,Arts
95117,Sokoto State College,ABS,ABS,ABS,C4,C5,F9,ABS,F9,ABS,ABS,A1,ABS,Commercial
95118,Sokoto State College,ABS,ABS,ABS,C5,B2,F9,ABS,E8,ABS,ABS,F9,ABS,Science
95119,Sokoto State College,ABS,ABS,ABS,ABS,ABS,F9,ABS,E8,F9,A1,B3,ABS,Commercial
95120,Sokoto State College,ABS,ABS,ABS,B3,A1,A1,ABS,B2,ABS,ABS,F9,ABS,Arts
95121,Sokoto State College,C5,A1,ABS,ABS,ABS,A1,F9,ABS,A1,ABS,A1,B3,Science
95122,Sokoto State College,F9,C5,ABS,ABS,ABS,A1,F9,ABS,B3,ABS,E8,F9,Commercial
95123,Sokoto State College,ABS,ABS,ABS,ABS,ABS,B3,ABS,F9,A1,F9,E8,ABS,Commercial
95125,Sokoto State College,ABS,ABS,ABS,C5,C5,F9,ABS,F9,ABS,ABS,A1,ABS,Science
95126,Sokoto State College,ABS,ABS,ABS,F9,A1,A1,ABS,B2,ABS,ABS,F9,ABS,Commercial
95127,Sokoto State College,ABS,ABS,ABS,A1,F9,F9,ABS,F9,ABS,ABS,C5,ABS,Commercial
95128,Sokoto State College,F9,A1,ABS,ABS,ABS,A1,F9,ABS,F9,ABS,A1,F9,Commercial
95129,Sokoto State College,A1,A1,ABS,ABS,ABS,F9,B3,ABS,A1,ABS,F9,A1,Science
95130,Sokoto State College,ABS,ABS,ABS,A1,F9,C4,ABS,A1,ABS,ABS,A1,ABS,Science
95131,Sokoto State College,D7,C6,ABS,ABS,ABS,B2,F9,ABS,F9,ABS,F9,B2,Arts
95132,Sokoto State College,ABS,ABS,ABS,F9,F9,B3,ABS,A1,ABS,ABS,B2,ABS,Arts
95133,Sokoto State College,C4,F9,ABS,ABS,ABS,A1,B3,ABS,A1,ABS,A1,A1,Science
95134,Sokoto State College,A1,A1,ABS,ABS,ABS,B2,C4,ABS,F9,ABS,F9,C5,Arts
95135,Sokoto State College,C4,B3,ABS,ABS,ABS,A1,A1,ABS,A1,ABS,F9,A1,Commercial
95136,Sokoto State College,ABS,ABS,ABS,ABS,ABS,C5,ABS,A1,A1,F9,A1,ABS,Arts
82912,"Bayero Secondary School, Kano",ABS,ABS,ABS,ABS,ABS,B2,ABS,A1,F9,F9,B2,ABS,Science
82913,"Bayero Secondary School, Kano",C6,B3,ABS,ABS,ABS,F9,F9,ABS,F9,ABS,A1,F9,Commercial
82914,"Bayero Secondary School, Kano",ABS,ABS,ABS,ABS,ABS,F9,ABS,F9,E8,F9,F9,ABS,Commercial
82915,"Bayero Secondary School, Kano",C4,F9,ABS,ABS,ABS,A1,C5,ABS,B3,ABS,F9,C5,Science
82916,"Bayero Secondary School, Kano",ABS,ABS,ABS,ABS,ABS,E8,ABS,F9,F9,A1,F9,ABS,Commercial
82917,"Bayero Secondary School, Kano",C5,C5,ABS,ABS,ABS,A1,E8,ABS,F9,ABS,A1,F9,Arts
82918,"Bayero Secondary School, Kano",F9,D7,ABS,ABS,ABS,F9,F9,ABS,F9,ABS,F9,A1,Arts
82919,"Bayero Secondary School, Kano",E8,A1,ABS,ABS,ABS,E8,A1,ABS,F9,ABS,F9,C6,Commercial
82920,"Bayero Secondary School, Kano",ABS,ABS,ABS,ABS,ABS,A1,ABS,C5,B2,A1,ABS,ABS,Science
82921,"Bayero Secondary School, Kano",ABS,ABS,ABS,ABS,ABS,B3,ABS,F9,A1,C5,F9,ABS,Science
82922,"Bayero Secondary School, Kano",ABS,ABS,ABS,ABS,ABS,F9,ABS,C5,D7,C4,F9,ABS,Science
82923,"Bayero Secondary School, Kano",A1,E8,ABS,ABS,ABS,A1,C4,ABS,A1,ABS,C6,ABS,Science
82924,"Bayero Secondary School, Kano",A1,F9,ABS,ABS,ABS,F9,F9,ABS,F9,ABS,C4,A1,Arts
82925,"Bayero Secondary School, Kano",ABS,ABS,ABS,F9,F9,E8,ABS,F9,ABS,ABS,A1,ABS,Commercial
82926,"Bayero Secondary School, Kano",A1,A1,ABS,ABS,ABS,F9,A1,ABS,F9,ABS,A1,A1,Science
82927,"Bayero Secondary School, Kano",F9,C6,ABS,ABS,ABS,D7,F9,ABS,F9,ABS,E8,A1,Arts
82929,"Bayero Secondary School, Kano",E8,F9,ABS,ABS,ABS,A1,F9,ABS,F9,ABS,A1,F9,Commercial
82928,"Bayero Secondary School, Kano",C6,ABS,ABS,ABS,ABS,A1,F9,ABS,A1,ABS,F9,F9,Science
82930,"Bayero Secondary School, Kano",F9,B3,ABS,ABS,ABS,F9,F9,ABS,F9,ABS,F9,A1,Science
82931,"Bayero Secondary School, Kano",A1,C4,ABS,ABS,ABS,A1,F9,ABS,A1,ABS,A1,A1,Arts
82932,"Bayero Secondary School, Kano",A1,F9,ABS,ABS,ABS,B2,C5,ABS,B2,ABS,F9,C6,Arts
82933,"Bayero Secondary School, Kano",ABS,ABS,ABS,ABS,ABS,F9,ABS,F9,E8,D7,D7,ABS,Commercial
82935,"Bayero Secondary School, Kano",A1,E8,ABS,ABS,ABS,D7,F9,ABS,F9,ABS,A1,A1,Science
82934,"Bayero Secondary School, Kano",ABS,ABS,ABS,ABS,ABS,F9,ABS,A1,C5,C6,F9,ABS,Commercial
82936,"Bayero Secondary School, Kano",ABS,ABS,ABS,ABS,ABS,F9,ABS,F9,B3,A1,F9,ABS,Science
82937,"Bayero Secondary School, Kano",D7,F9,ABS,ABS,ABS,F9,F9,ABS,F9,ABS,D7,F9,Commercial
82938,"Bayero Secondary School, Kano",ABS,ABS,ABS,ABS,ABS,A1,ABS,B3,C6,C6,A1,ABS,Commercial
82939,"Bayero Secondary School, Kano",ABS,ABS,ABS,F9,D7,F9,ABS,F9,ABS,ABS,F9,ABS,Commercial
82940,"Bayero Secondary School, Kano",ABS,ABS,ABS,ABS,ABS,F9,ABS,D7,C4,A1,F9,ABS,Science
82941,"Bayero Secondary School, Kano",A1,A1,ABS,ABS,ABS,F9,A1,ABS,A1,ABS,A1,F9,Arts
82942,"Bayero Secondary School, Kano",ABS,ABS,ABS,D7,E8,A1,ABS,E8,ABS,ABS,E8,ABS,Arts
82943,"Bayero Secondary School, Kano",ABS,ABS,ABS,B3,C5,F9,ABS,C5,ABS,ABS,C4,ABS,Arts
82944,"Bayero Secondary School, Kano",ABS,ABS,ABS,B3,F9,D7,ABS,F9,ABS,ABS,F9,ABS,Science
82945,"Bayero Secondary School, Kano",F9,F9,ABS,ABS,ABS,A1,F9,ABS,A1,ABS,F9,C5,Science
146523,"Sardauna Memorial College, Kaduna",ABS,ABS,ABS,ABS,ABS,F9,ABS,E8,F9,E8,F9,ABS,Commercial
146524,"Sardauna Memorial College, Kaduna",ABS,ABS,ABS,F9,A1,D7,ABS,A1,ABS,ABS,F9,ABS,Commercial
146525,"Sardauna Memorial College, Kaduna",ABS,ABS,ABS,A1,C5,B3,ABS,D7,ABS,ABS,F9,ABS,Commercial
146529,"Sardauna Memorial College, Kaduna",F9,F9,ABS,ABS,ABS,C6,C5,ABS,D7,ABS,F9,F9,Commercial
146526,"Sardauna Memorial College, Kaduna",ABS,ABS,ABS,ABS,ABS,F9,ABS,C5,F9,F9,C6,ABS,Science
146527,"Sardauna Memorial College, Kaduna",ABS,ABS,ABS,ABS,ABS,F9,ABS,F9,D7,A1,B3,ABS,Science
146528,"Sardauna Memorial College, Kaduna",ABS,ABS,ABS,D7,C6,A1,ABS,F9,ABS,ABS,C6,ABS,Science
146530,"Sardauna Memorial College, Kaduna",ABS,ABS,ABS,D7,A1,F9,ABS,A1,ABS,ABS,F9,ABS,Arts
146531,"Sardauna Memorial College, Kaduna",ABS,ABS,ABS,F9,A1,C5,ABS,F9,ABS,ABS,F9,ABS,Arts
146532,"Sardauna Memorial College, Kaduna",C5,C4,ABS,ABS,ABS,A1,C6,ABS,A1,ABS,F9,F9,Commercial
76812,"Sardauna Memorial College, Kaduna",ABS,ABS,ABS,ABS,ABS,A1,ABS,F9,C6,C5,F9,ABS,Science
76814,"Sardauna Memorial College, Kaduna",F9,A1,ABS,ABS,ABS,C5,A1,ABS,F9,ABS,A1,C5,Science
76797,"Sardauna Memorial College, Kaduna",F9,F9,ABS,ABS,ABS,F9,F9,ABS,F9,ABS,A1,F9,Science
76798,"Sardauna Memorial College, Kaduna",ABS,ABS,ABS,ABS,ABS,A1,ABS,A1,A1,F9,C5,ABS,Science
76799,"Sardauna Memorial College, Kaduna",ABS,ABS,ABS,ABS,ABS,F9,ABS,A1,A1,F9,ABS,ABS,Science
76800,"Sardauna Memorial College, Kaduna",ABS,ABS,ABS,A1,F9,A1,ABS,D7,ABS,ABS,B3,ABS,Science
76801,"Sardauna Memorial College, Kaduna",D7,B2,ABS,ABS,ABS,C4,F9,ABS,F9,ABS,B3,E8,Science
76802,"Sardauna Memorial College, Kaduna",F9,F9,ABS,ABS,ABS,F9,A1,ABS,A1,ABS,C5,B2,Science
76803,"Sardauna Memorial College, Kaduna",C5,F9,ABS,ABS,ABS,A1,A1,ABS,C6,ABS,A1,F9,Science
76804,"Sardauna Memorial College, Kaduna",A1,C5,ABS,ABS,ABS,F9,F9,ABS,C6,ABS,B3,A1,Commercial
76805,"Sardauna Memorial College, Kaduna",E8,C6,ABS,ABS,ABS,D7,F9,ABS,A1,ABS,F9,F9,Arts
76806,"Sardauna Memorial College, Kaduna",ABS,ABS,ABS,ABS,ABS,B2,ABS,F9,A1,A1,A1,ABS,Science
76807,"Sardauna Memorial College, Kaduna",A1,F9,ABS,ABS,ABS,F9,A1,ABS,A1,ABS,A1,C5,Commercial
76808,"Sardauna Memorial College, Kaduna",ABS,ABS,ABS,ABS,ABS,F9,ABS,A1,F9,F9,A1,ABS,Arts
76809,"Sardauna Memorial College, Kaduna",ABS,ABS,ABS,F9,B2,B3,ABS,F9,ABS,ABS,C5,ABS,Arts
76810,"Sardauna Memorial College, Kaduna",ABS,ABS,ABS,C5,A1,F9,ABS,D7,ABS,ABS,A1,ABS,Commercial
76811,"Sardauna Memorial College, Kaduna",ABS,ABS,ABS,A1,E8,D7,ABS,A1,ABS,ABS,A1,ABS,Arts
76813,"Sardauna Memorial College, Kaduna",F9,F9,ABS,ABS,ABS,C4,D7,ABS,A1,ABS,B3,C5,Commercial
76815,"Sardauna Memorial College, Kaduna",B3,C4,ABS,ABS,ABS,C4,F9,ABS,F9,ABS,ABS,C5,Arts
76816,"Sardauna Memorial College, Kaduna",ABS,ABS,ABS,ABS,ABS,A1,ABS,E8,A1,F9,F9,ABS,Commercial
76817,"Sardauna Memorial College, Kaduna",C5,F9,ABS,ABS,ABS,C4,F9,ABS,F9,ABS,C5,B3,Arts
76818,"Sardauna Memorial College, Kaduna",ABS,ABS,ABS,A1,F9,F9,ABS,C5,ABS,ABS,A1,ABS,Science
76819,"Sardauna Memorial College, Kaduna",ABS,ABS,ABS,ABS,ABS,F9,ABS,E8,F9,F9,A1,ABS,Commercial
76820,"Sardauna Memorial College, Kaduna",C6,B2,ABS,ABS,ABS,B2,A1,ABS,A1,ABS,F9,E8,Commercial
76821,"Sardauna Memorial College, Kaduna",ABS,ABS,ABS,ABS,ABS,D7,ABS,F9,A1,C4,F9,ABS,Science
76822,"Sardauna Memorial College, Kaduna",ABS,ABS,ABS,F9,F9,F9,ABS,E8,ABS,ABS,A1,ABS,Arts
76823,"Sardauna Memorial College, Kaduna",ABS,ABS,ABS,ABS,ABS,C4,ABS,A1,F9,A1,F9,ABS,Arts
103720,"Barewa College, Zaria",ABS,ABS,ABS,ABS,ABS,F9,ABS,A1,F9,A1,F9,ABS,Commercial
103721,"Barewa College, Zaria",ABS,ABS,ABS,ABS,ABS,C4,ABS,C4,A1,ABS,F9,ABS,Science
103722,"Barewa College, Zaria",ABS,ABS,ABS,C6,A1,F9,ABS,D7,ABS,ABS,A1,ABS,Commercial
103723,"Barewa College, Zaria",ABS,ABS,ABS,ABS,ABS,F9,ABS,C5,B2,A1,B3,ABS,Arts
103724,"Barewa College, Zaria",F9,E8,ABS,ABS,ABS,F9,C5,ABS,C4,ABS,A1,A1,Arts
103725,"Barewa College, Zaria",E8,C6,ABS,ABS,ABS,B3,A1,ABS,D7,ABS,F9,F9,Science
103726,"Barewa College, Zaria",A1,B2,ABS,ABS,ABS,F9,F9,ABS,F9,ABS,F9,F9,Commercial
103727,"Barewa College, Zaria",D7,F9,ABS,ABS,ABS,F9,A1,ABS,A1,ABS,C6,F9,Science
103728,"Barewa College, Zaria",ABS,ABS,ABS,F9,C6,C5,ABS,B2,ABS,ABS,A1,ABS,Science
103729,"Barewa College, Zaria",ABS,ABS,ABS,ABS,ABS,F9,ABS,F9,C5,F9,F9,ABS,Arts
103730,"Barewa College, Zaria",C6,A1,ABS,ABS,ABS,A1,D7,ABS,F9,ABS,F9,F9,Arts
103731,"Barewa College, Zaria",ABS,ABS,ABS,F9,A1,F9,ABS,A1,ABS,ABS,A1,ABS,Commercial
103732,"Barewa College, Zaria",ABS,ABS,ABS,F9,F9,F9,ABS,A1,ABS,ABS,C6,ABS,Commercial
103733,"Barewa College, Zaria",ABS,ABS,ABS,A1,A1,F9,ABS,F9,ABS,ABS,F9,ABS,Commercial
103734,"Barewa College, Zaria",ABS,ABS,ABS,ABS,ABS,F9,ABS,F9,F9,F9,A1,ABS,Science
103735,"Barewa College, Zaria",F9,A1,ABS,ABS,ABS,C4,F9,ABS,A1,ABS,A1,C5,Commercial
103736,"Barewa College, Zaria",F9,F9,ABS,ABS,ABS,C4,F9,ABS,A1,ABS,F9,D7,Arts
103737,"Barewa College, Zaria",ABS,ABS,ABS,ABS,ABS,F9,ABS,A1,C6,E8,F9,ABS,Arts
103738,"Barewa College, Zaria",ABS,ABS,ABS,ABS,ABS,F9,ABS,A1,D7,F9,F9,ABS,Commercial
103739,"Barewa College, Zaria",ABS,ABS,ABS,ABS,ABS,C5,ABS,A1,F9,F9,F9,ABS,Commercial
103740,"Barewa College, Zaria",ABS,ABS,ABS,ABS,ABS,A1,ABS,C5,C5,A1,A1,ABS,Commercial
103741,"Barewa College, Zaria",F9,E8,ABS,ABS,ABS,F9,C4,ABS,F9,ABS,C5,C5,Science
103742,"Barewa College, Zaria",ABS,ABS,ABS,ABS,ABS,E8,ABS,C5,F9,A1,A1,ABS,Commercial
103743,"Barewa College, Zaria",F9,D7,ABS,ABS,ABS,F9,F9,ABS,F9,ABS,B2,A1,Arts
103744,"Barewa College, Zaria",ABS,ABS,ABS,ABS,ABS,C6,ABS,F9,B2,F9,F9,ABS,Arts
103745,"Barewa College, Zaria",A1,F9,ABS,ABS,ABS,A1,C5,ABS,F9,ABS,C6,F9,Science
103746,"Barewa College, Zaria",ABS,ABS,ABS,A1,B2,C6,ABS,F9,ABS,ABS,F9,ABS,Arts
103747,"Barewa College, Zaria",E8,B3,ABS,ABS,ABS,F9,F9,ABS,F9,ABS,A1,F9,Commercial
103748,"Barewa College, Zaria",B2,A1,ABS,ABS,ABS,F9,A1,ABS,F9,ABS,F9,E8,Commercial
103749,"Barewa College, Zaria",ABS,ABS,ABS,E8,F9,F9,ABS,A1,ABS,ABS,F9,ABS,Commercial
103750,"Barewa College, Zaria",E8,F9,ABS,ABS,ABS,F9,A1,ABS,A1,ABS,F9,A1,Commercial
103751,"Barewa College, Zaria",ABS,ABS,ABS,ABS,ABS,F9,ABS,A1,D7,B2,B3,ABS,Arts
103752,"Barewa College, Zaria",C5,D7,ABS,ABS,ABS,F9,A1,ABS,F9,ABS,A1,C4,Commercial
